,School Name,School District,Street Address,Grades Served,Overall Rating
7045,Sam Jamison MS,Pearland ISD,"2506 Woody Rd, Pearland, TX 77581",Grade 5 - Grade 6,B
7046,Sam Johnson Elem,Prosper ISD,"4001 Waterview Trail, Celina, TX 75009",Kindergarten - Grade 5,B
7047,Sam Rayburn,Bryan ISD,"1048 N Earl Rudder Fwy, Bryan, TX 77802",Grade 5 - Grade 6,C
7048,Sam Rayburn Elem,Sam Rayburn ISD,"9363 E FM 273, Ivanhoe, TX 75447",Prekindergarten - Grade 6,A
7049,Sam Rayburn Elem STEAM Academy,Grand Prairie ISD,"2800 Reforma Dr, Grand Prairie, TX 75052",Prekindergarten - Grade 5,B
7050,Sam Rayburn HS,Pasadena ISD,"2121 Cherrybrook Ln, Pasadena, TX 77502",Grade 9 - Grade 12,B
7051,Sam Rosen Elem,Fort Worth ISD,"2613 Roosevelt Ave, Fort Worth, TX 76164",Early Education - Grade 5,C
7052,Sam Tasby MS,Dallas ISD,"7001 Fair Oaks Ave, Dallas, TX 75231",Grade 6 - Grade 8,C
7053,Sammons Elem,Aldine ISD,"2301 Frick Rd, Houston, TX 77038",Grade 1 - Grade 5,B
7054,Sampson Elem,Cypress-Fairbanks ISD,"16002 Coles Crossing Dr, Cypress, TX 77429",Kindergarten - Grade 5,A
7055,Samuel Beck Elem,Northwest ISD,"401 Parkview Dr, Trophy Club, TX 76262",Kindergarten - Grade 5,A
7056,Samuel Clemens HS,Schertz-Cibolo-U City ISD,"1001 Elbel Rd, Schertz, TX 78154",Grade 9 - Grade 12,B
7057,Samuel Houston Elem,Huntsville ISD,"1641 7th St, Huntsville, TX 77320",Kindergarten - Grade 4,B
7058,San Angelo State School,Water Valley ISD,"18000 Wildcat Dr, Water Valley, TX 76958",Grade 8 - Grade 12,Not Rated
7059,San Antonio Preparatory,San Antonio Preparatory Schools,"6127 Summer Fest Dr, San Antonio, TX 78244",Grade 5 - Grade 9,C
7060,San Augustine Elem,San Augustine ISD,"101 S Milam St, San Augustine, TX 75972",Prekindergarten - Grade 5,Not Rated
7061,San Augustine HS,San Augustine ISD,"702 N Clark St, San Augustine, TX 75972",Grade 6 - Grade 12,C
7062,San Benito HS,San Benito CISD,"450 S Williams Rd, San Benito, TX 78586",Grade 10 - Grade 12,B
7063,San Benito Riverside MS,San Benito CISD,"35428 Padilla St, San Benito, TX 78586",Grade 6 - Grade 8,B
7064,San Benito Veterans Memorial Academy,San Benito CISD,"2115 N Williams Rd, San Benito, TX 78586",Grade 9,C
7065,San Carlos Elem,Edinburg CISD,"505 S 83rd St, Edinburg, TX 78539",Prekindergarten - Grade 5,A
7066,San Diego HS,San Diego ISD,"609 W Labbe Ave, San Diego, TX 78384",Grade 9 - Grade 12,B
7067,San Elizario HS,San Elizario ISD,"13981 Socorro Rd, San Elizario, TX 79849",Grade 9 - Grade 12,C
7068,San Felipe Memorial MS,San Felipe-Del Rio CISD,"1207 W Garza, Del Rio, TX 78840",Grade 6,B
7069,San Isidro Elem,San Isidro ISD,"5175 FM 1017, San Isidro, TX 78588",Prekindergarten - Grade 8,C
7070,San Isidro Elem,United ISD,"11021 Bucky Houdman Blvd, Laredo, TX 78045",Early Education - Grade 5,A
7071,San Isidro HS,San Isidro ISD,"5175 FM 1017, San Isidro, TX 78588",Grade 9 - Grade 12,B
7072,San Jacinto Elem,Dallas ISD,"7900 Hume Dr, Dallas, TX 75227",Early Education - Grade 5,B
7073,San Jacinto Elem,Ector County ISD,"1000 W 19th St, Odessa, TX 79763",Prekindergarten - Grade 5,A
7074,San Jacinto Elem,Deer Park ISD,"1302 E Thirteenth St, Deer Park, TX 77536",Kindergarten - Grade 5,B
7075,San Jacinto Elem,Goose Creek CISD,"2700 Market St, Baytown, TX 77520",Prekindergarten - Grade 5,A
7076,San Jacinto Elem,Liberty ISD,"1629 Grand Ave, Liberty, TX 77575",Early Education - Grade 1,B
7077,San Jacinto Elem,Conroe ISD,"17601 FM 1314, Conroe, TX 77302",Early Education - Grade 4,C
7078,San Jacinto Elem,Amarillo ISD,"3400 W 4th, Amarillo, TX 79106",Early Education - Grade 5,B
7079,San Jacinto Elem,San Angelo ISD,"800 Spaulding St, San Angelo, TX 76903",Kindergarten - Grade 5,B
7080,San Jacinto Int,Pasadena ISD,"3600 Red Bluff, Pasadena, TX 77503",Grade 7 - Grade 8,B
7081,San Jacinto JH,Midland ISD,"1400 N N St, Midland, TX 79701",Grade 6 - Grade 8,C
7082,San Leon Elem,Dickinson ISD,"2655 Broadway St, Dickinson, TX 77539",Early Education - Grade 4,Not Rated
7083,San Luis Elem,Eagle Pass ISD,"2090 Williams St, Eagle Pass, TX 78852",Grade 1 - Grade 6,B
7084,San Marcos HS,San Marcos CISD,"2601 Rattler Rd, San Marcos, TX 78666",Grade 9 - Grade 12,C
7085,San Pedro Fine Arts Academy,Robstown ISD,"800 W Ave D, Robstown, TX 78380",Prekindergarten - Grade 5,Not Rated
7086,San Perlita Elem,San Perlita ISD,"E Hwy 186 1mi N FM 2209, San Perlita, TX 78590",Prekindergarten - Grade 5,A
7087,San Perlita HS,San Perlita ISD,"E Hwy 186 1 Mi N FM 2209, San Perlita, TX 78590",Grade 9 - Grade 12,A
7088,San Perlita MS,San Perlita ISD,"1 Mi N FM 2209, San Perlita, TX 78590",Grade 6 - Grade 8,B
7089,San Saba Elem,San Saba ISD,"808 W Wallace, San Saba, TX 76877",Prekindergarten - Grade 4,B
7090,San Saba HS,San Saba ISD,"808 W Wallace, San Saba, TX 76877",Grade 9 - Grade 12,B
7091,San Saba MS,San Saba ISD,"808 W Wallace, San Saba, TX 76877",Grade 5 - Grade 8,B
7092,San Vicente Elem,San Vicente ISD,"195 Escuela Vista, Big Bend Natl Park, TX 79834",Kindergarten - Grade 8,A
7093,Sanborn Elem,Amarillo ISD,"700 S Roberts, Amarillo, TX 79102",Prekindergarten - Grade 5,B
7094,Sanchez Elem,Houston ISD,"2700 Berkley St, Houston, TX 77012",Prekindergarten - Grade 5,A
7095,Sanchez Elem,Austin ISD,"73 San Marcos St, Austin, TX 78702",Prekindergarten - Grade 5,B
7096,Sanders Elem,Corpus Christi ISD,"4102 Republic Dr, Corpus Christi, TX 78413",Early Education - Grade 5,B
7097,Sanderson Schools,Terrell County ISD,"302 N Second St, Sanderson, TX 79848",Prekindergarten - Grade 12,A
7098,Sandra Mossman Elem,Clear Creek ISD,"4050 Village Way, League City, TX 77573",Kindergarten - Grade 5,A
7099,Sands CISD,Sands CISD,"101 First St, Ackerly, TX 79713",Prekindergarten - Grade 12,A
7100,Sanford-Fritch Elem,Sanford-Fritch ISD,"201 N Hoyne Ave, Fritch, TX 79036",Early Education - Grade 5,B
7101,Sanford-Fritch HS,Sanford-Fritch ISD,"538 Eagle Blvd, Fritch, TX 79036",Grade 9 - Grade 12,B
7102,Sanford-Fritch JH,Sanford-Fritch ISD,"536 Eagle Blvd, Fritch, TX 79036",Grade 6 - Grade 8,C
7103,Sanger HS,Sanger ISD,"100 Indian Ln, Sanger, TX 76266",Grade 9 - Grade 12,B
7104,Sanger MS,Sanger ISD,"105 N Berry, Sanger, TX 76266",Grade 7 - Grade 8,C
7105,Sanger Sixth Grade Campus,Sanger ISD,"508 N 7th St, Sanger, TX 76266",Grade 6,A
7106,Santa Anna Elem,Santa Anna ISD,"701 Bowie St, Santa Anna, TX 76878",Prekindergarten - Grade 6,B
7107,Santa Anna Secondary,Santa Anna ISD,"701 Bowie St, Santa Anna, TX 76878",Grade 7 - Grade 12,B
7108,Santa Fe Elem,Cleburne ISD,"1601 E Henderson, Cleburne, TX 76031",Prekindergarten - Grade 5,C
7109,Santa Fe HS,Santa Fe ISD,"16000 Hwy 6, Santa Fe, TX 77517",Grade 9 - Grade 12,C
7110,Santa Fe JH,Santa Fe ISD,"4132 Warpath Ave, Santa Fe, TX 77510",Grade 6 - Grade 8,C
7111,Santa Gertrudis Academy HS,Santa Gertrudis ISD,"1055 W Santa Gertrudis, Kingsville, TX 78363",Grade 9 - Grade 12,A
7112,Santa Gertrudis School,Santa Gertrudis ISD,"803 Santa Rosa, Kingsville, TX 78363",Prekindergarten - Grade 8,B
7113,Santa Maria Academic Academy-Options Campus (6-12),Santa Maria ISD,"11224 Military Rd, Santa Maria, TX 78592",Grade 10 - Grade 12,Not Rated
7114,Santa Maria Elem,Laredo ISD,"3817 Santa Maria, Laredo, TX 78041",Prekindergarten - Grade 5,B
7115,Santa Maria HS,Santa Maria ISD,"11224 Military Rd, Santa Maria, TX 78592",Grade 9 - Grade 12,B
7116,Santa Maria MS,Santa Maria ISD,"11142 Military Rd, Santa Maria, TX 78592",Grade 6 - Grade 8,C
7117,Santa Rita Elem,Midland ISD,"5306 Whitman St, Midland, TX 79705",Prekindergarten - Grade 6,A
7118,Santa Rita Elem,San Angelo ISD,"615 S Madison St, San Angelo, TX 76901",Kindergarten - Grade 5,A
7119,Santa Rita Elem,Liberty Hill ISD,"532 Santa Rita Blvd, Liberty Hill, TX 78642",Early Education - Grade 5,B
7120,Santa Rita MS,Liberty Hill ISD,"90 E Santa Rita Blvd, Liberty Hill, TX 78642",Grade 6 - Grade 8,B
7121,Santa Rosa HS,Santa Rosa ISD,"Hwy 107 & E Cruz St, Santa Rosa, TX 78593",Grade 9 - Grade 12,B
7122,Santiago Garcia Elem,Edcouch-Elsa ISD,"101 E Santa Rosa Ave, Edcouch, TX 78538",Kindergarten - Grade 5,B
7123,Santo Elem,Santo ISD,"406 FM Rd 2201, Santo, TX 76472",Prekindergarten - Grade 5,A
7124,Santo Forte JH,Azle ISD,"479 Sandy Beach Rd, Azle, TX 76020",Grade 7 - Grade 8,B
7125,Santo HS,Santo ISD,"406 FM Rd 2201, Santo, TX 76472",Grade 6 - Grade 12,A
7126,Santo Nino Elem,Laredo ISD,"2701 Bismark St, Laredo, TX 78043",Prekindergarten - Grade 5,A
7127,Santos Livas Elem,Pharr-San Juan-Alamo ISD,"733 N Alamo Rd, Alamo, TX 78516",Prekindergarten - Grade 5,B
7128,Sarah S King Elem,San Antonio ISD,"1001 Ceralvo St, San Antonio, TX 78207",Early Education - Grade 5,C
7129,Sarah Strinden Elem,Pineywoods Community Academy,"602 S Raguet St, Lufkin, TX 75904",Prekindergarten - Grade 5,A
7130,Sarita Elem,Kenedy County Wide CSD,"150 E La Parra St, Sarita, TX 78385",Prekindergarten - Grade 6,B
7131,Sartartia MS,Fort Bend ISD,"8125 Homeward Way, Sugar Land, TX 77479",Grade 6 - Grade 8,A
7132,Savannah Elem,Denton ISD,"1101 Cotton Exchange Dr, Aubrey, TX 76227",Prekindergarten - Grade 5,C
7133,Savannah Heights Int,Somerset ISD,"5040 Smith Rd, Von Ormy, TX 78073",Grade 5 - Grade 6,B
7134,Savannah Lakes Elem,Alvin ISD,"5151 Savannah Pkwy, Rosharon, TX 77583",Early Education - Grade 5,B
7135,Savoy Elem,Savoy ISD,"304 W Hayes, Savoy, TX 75479",Prekindergarten - Grade 6,B
7136,Savoy HS,Savoy ISD,"302 W Hayes, Savoy, TX 75479",Grade 7 - Grade 12,B
7137,Scanlan Oaks Elem,Fort Bend ISD,"9000 Camp Sienna Trail, Missouri City, TX 77459",Kindergarten - Grade 5,B
7138,Scarborough Elem,Northside ISD,"12280 Silver Pointe, San Antonio, TX 78238",Early Education - Grade 5,B
7139,Scarborough Elem,Houston ISD,"3030 Trenton Rd, Houston, TX 77093",Prekindergarten - Grade 5,B
7140,Scarborough HS,Houston ISD,"4141 Costa Rica, Houston, TX 77092",Grade 9 - Grade 12,C
7141,Schallert Elem,Alice ISD,"1001 Jim Wells St, Alice, TX 78332",Early Education - Grade 5,B
7142,Schanen Estates Elem,Corpus Christi ISD,"5717 Killarmet Dr, Corpus Christi, TX 78413",Early Education - Grade 5,B
7143,Scharbauer Elem,Midland ISD,"2115 Hereford Blvd, Midland, TX 79707",Prekindergarten - Grade 6,Not Rated
7144,Schell Elem,Plano ISD,"5301 E Renner Rd, Richardson, TX 75082",Kindergarten - Grade 5,B
7145,Schenck Elem,San Antonio ISD,"101 Kate Schenck Ave, San Antonio, TX 78223",Prekindergarten - Grade 5,A
7146,Schertz Elem,Schertz-Cibolo-U City ISD,"701 Curtiss Ave, Schertz, TX 78154",Early Education - Grade 4,C
7147,Schimelpfenig MS,Plano ISD,"2400 Maumelle Dr, Plano, TX 75023",Grade 6 - Grade 8,A
7148,Schindewolf Int,Klein ISD,"20903 Ella Blvd, Spring, TX 77388",Grade 6 - Grade 8,C
7149,School at St George Place,Houston ISD,"5430 Hidalgo St, Houston, TX 77056",Early Education - Grade 5,A
7150,School for the Highly Gifted,Grand Prairie ISD,"2990 S Hwy 161, Grand Prairie, TX 75052",Grade 1 - Grade 8,A
7151,School for the Talented & Gifted In Pleasant Grove,Dallas ISD,"9610 Bruton Rd, Dallas, TX 75217",Grade 4 - Grade 8,A
7152,School for the Talented and Gifted,Dallas ISD,"1201 E Eighth St, Dallas, TX 75203",Grade 9 - Grade 12,A
7153,School of Health Professions,Dallas ISD,"1201 E Eighth St, Dallas, TX 75203",Grade 9 - Grade 12,A
7154,School of Science and Engineering,Dallas ISD,"1201 E Eighth St, Dallas, TX 75203",Grade 9 - Grade 12,A
7155,Schulenburg Elem,Schulenburg ISD,"300 Bucek St, Schulenburg, TX 78956",Early Education - Grade 5,C
7156,Schulenburg Secondary,Schulenburg ISD,"503 College St, Schulenburg, TX 78956",Grade 6 - Grade 12,B
7157,Schultz Elem,Klein ISD,"7920 Willow Forest, Tomball, TX 77375",Prekindergarten - Grade 5,A
7158,Schultz JH,Waller ISD,"20950 Fields Store Rd, Waller, TX 77484",Grade 6 - Grade 8,B
7159,Schulze Elem,Irving ISD,"1200 S Irving Heights, Irving, TX 75060",Prekindergarten - Grade 5,B
7160,Science Hall Elem,Hays CISD,"1510 Bebee Rd, Kyle, TX 78640",Prekindergarten - Grade 5,B
7161,Scobee Elem,Northside ISD,"11223 Cedar Park, San Antonio, TX 78249",Early Education - Grade 5,A
7162,Scoggins MS,Frisco ISD,"7070 Stacy Rd, McKinney, TX 75070",Grade 6 - Grade 8,B
7163,Scotland Park Elem,Wichita Falls ISD,"1415 N 5th St, Wichita Falls, TX 76306",Prekindergarten - Grade 5,B
7164,Scotsdale Elem,Ysleta ISD,"2901 Mcrae Blvd, El Paso, TX 79925",Early Education - Grade 6,A
7165,Scott & White Hospital,Temple ISD,"2401 S 31st St, Temple, TX 76508",Grade 9,Not Rated
7166,Scott Elem,Temple ISD,"2301 W Ave P, Temple, TX 76504",Kindergarten - Grade 5,B
7167,Scott Elem,Frisco ISD,"10550 Millbend Dr, McKinney, TX 75070",Kindergarten - Grade 5,A
7168,Scott Johnson Elem,Huntsville ISD,"603 Hwy 190 E, Huntsville, TX 77320",Kindergarten - Grade 4,C
7169,Scott Morgan Johnson MS,McKinney ISD,"3400 Community Dr, McKinney, TX 75070",Grade 6 - Grade 8,B
7170,Scroggins Elem,Houston ISD,"400 Boyles St, Houston, TX 77020",Early Education - Grade 5,A
7171,Scurry-Rosser Elem,Scurry-Rosser ISD,"9511 Silver Creek Dr, Scurry, TX 75158",Early Education - Grade 3,C
7172,Scurry-Rosser HS,Scurry-Rosser ISD,"8321 S State Hwy 34, Scurry, TX 75158",Grade 9 - Grade 12,B
7173,Scurry-Rosser MS,Scurry-Rosser ISD,"10729 S State Hwy 34, Scurry, TX 75158",Grade 4 - Grade 8,B
7174,Seabourn Elem,Mesquite ISD,"2300 Sandy Ln, Mesquite, TX 75149",Early Education - Grade 5,C
7175,Seabrook Int,Clear Creek ISD,"2401 E Meyer Rd, Seabrook, TX 77586",Grade 6 - Grade 8,B
7176,Seadrift School,Calhoun County ISD,"1801 W Broadway, Seadrift, TX 77983",Prekindergarten - Grade 8,B
7177,Seagoville Elem,Dallas ISD,"304 N Kaufman St, Seagoville, TX 75159",Early Education - Grade 5,B
7178,Seagoville HS,Dallas ISD,"151920 Seagoville Rd, Dallas, TX 75253",Grade 9 - Grade 12,C
7179,Seagoville MS,Dallas ISD,"950 Woody Rd, Dallas, TX 75253",Grade 6 - Grade 8,Not Rated
7180,Seagoville North Elem,Dallas ISD,"1906 Seagoville Rd, Dallas, TX 75159",Prekindergarten - Grade 5,C
7181,Seagraves Schools,Seagraves ISD,"1801 Ave K, Seagraves, TX 79359",Prekindergarten - Grade 12,B
7182,Seale JH,Robstown ISD,"401 E Ave G, Robstown, TX 78380",Grade 6 - Grade 8,C
7183,Sealy Elem,Sealy ISD,"723 FM 2187, Sealy, TX 77474",Early Education - Grade 5,B
7184,Sealy HS,Sealy ISD,"2372 Championship Dr, Sealy, TX 77474",Grade 9 - Grade 12,B
7185,Sealy JH,Sealy ISD,"939 Tiger Ln, Sealy, TX 77474",Grade 6 - Grade 8,C
7186,Seashore Learning Center,Seashore Charter Schools,"15801 S Padre Island Dr, Corpus Christi, TX 78418",Kindergarten - Grade 4,B
7187,Seashore MS Acad,Seashore Charter Schools,"15437 S Padre Island Dr, Corpus Christi, TX 78418",Grade 5 - Grade 8,B
7188,Seco Mines Elem,Eagle Pass ISD,"2900 Diaz, Eagle Pass, TX 78852",Grade 1 - Grade 6,A
7189,Secondary Alter Ctr,Harlingen CISD,"1310 Sam Houston, Harlingen, TX 78550",Grade 6 - Grade 12,Not Rated
7190,Secondary DAEP,Houston ISD,"1510 Jensen Dr, Houston, TX 77020",Grade 6 - Grade 12,Not Rated
7191,Secondary DAEP,Victoria ISD,"3002 E N St, Victoria, TX 77901",Grade 6 - Grade 12,Not Rated
7192,Seele Elem,New Braunfels ISD,"540 Howard St, New Braunfels, TX 78130",Kindergarten - Grade 5,A
7193,Seguin Elem,Southwest Preparatory School,"2400 E Walnut St, Seguin, TX 78155",Prekindergarten - Grade 10,C
7194,Seguin Elem,Houston ISD,"5905 Waltrip, Houston, TX 77087",Prekindergarten - Grade 5,A
7195,Seguin Elem,McAllen ISD,"2200 N 29th St, McAllen, TX 78501",Early Education - Grade 5,B
7196,Seguin Elem,Weatherford ISD,"499 E 8th St, Weatherford, TX 76086",Early Education - Grade 5,A
7197,Seguin HS,Seguin ISD,"1315 E Cedar, Seguin, TX 78155",Grade 9 - Grade 12,C
7198,Seguin HS,Arlington ISD,"7001 Silo Rd, Arlington, TX 76002",Grade 9 - Grade 12,C
7199,Sellers MS,Garland ISD,"1009 Mars Dr, Garland, TX 75040",Grade 6 - Grade 8,C
7200,Selman Elem,Sealy ISD,"1741 Hwy 90 W, Sealy, TX 77474",Early Education - Grade 5,Not Rated
7201,Sem Elem,Frisco ISD,"12721 Honey Grove Dr, Frisco, TX 75035",Kindergarten - Grade 5,A
7202,Seminary Hills Park Elem,Fort Worth ISD,"5037 Townsend Dr, Fort Worth, TX 76115",Early Education - Grade 5,B
7203,Seminole Elem,Seminole ISD,"401 S W Ave B, Seminole, TX 79360",Grade 4 - Grade 5,A
7204,Seminole HS,Seminole ISD,"2100 N W D, Seminole, TX 79360",Grade 9 - Grade 12,B
7205,Seminole JH,Seminole ISD,"600 N W Ave J, Seminole, TX 79360",Grade 6 - Grade 8,C
7206,Seminole Pri,Seminole ISD,"508 S W Ave D, Seminole, TX 79360",Grade 2 - Grade 3,B
7207,Seminole Success Ctr,Seminole ISD,"206 SW 3rd, Seminole, TX 79360",Grade 9 - Grade 12,A
7208,Sendera Ranch Elem,Northwest ISD,"1216 Diamond Back, Haslet, TX 76052",Kindergarten - Grade 5,B
7209,Ser-Ninos Charter El II,Ser-Ninos Charter School,"5919 Dashwood Dr, Houston, TX 77081",Prekindergarten - Grade 5,B
7210,Ser-Ninos Charter Elem,Ser-Ninos Charter School,"5815 Alder Dr, Houston, TX 77081",Prekindergarten - Grade 5,B
7211,Ser-Ninos Charter MS,Ser-Ninos Charter School,"5610 Gulfton St, Houston, TX 77081",Grade 6 - Grade 8,A
7212,Serene Hills Elem,Lake Travis ISD,"3301 Serene Hills Dr, Austin, TX 78738",Early Education - Grade 5,A
7213,Serenity High,McKinney ISD,"2550 Wilmeth Rd, McKinney, TX 75071",Grade 10 - Grade 12,Not Rated
7214,Serna Elem,North East ISD,"2569 N E Loop 410, San Antonio, TX 78217",Early Education - Grade 5,B
7215,Settlement Home,University of Texas University Charter School,"1600 Payton Gin Rd, Austin, TX 78758",Grade 6 - Grade 12,Not Rated
7216,Settlers Way Elem,Fort Bend ISD,"3015 Settlers Way Dr, Sugar Land, TX 77479",Early Education - Grade 5,A
7217,Seven Hills Elem,Northwest ISD,"654 FM 3433, Rhome, TX 76078",Early Education - Grade 5,C
7218,Seven Lakes HS,Katy ISD,"9251 S Fry Rd, Katy, TX 77494",Grade 9 - Grade 12,A
7219,Seven Lakes JH,Katy ISD,"6026 Katy Gaston Rd, Katy, TX 77494",Grade 6 - Grade 8,A
7220,Seymour Elem,Seymour ISD,"300 E Idaho St, Seymour, TX 76380",Early Education - Grade 4,A
7221,Seymour HS,Seymour ISD,"300 Stadium Dr, Seymour, TX 76380",Grade 9 - Grade 12,A
7222,Seymour MS,Seymour ISD,"409 W Idaho St, Seymour, TX 76380",Grade 5 - Grade 8,A
7223,Sgt Jose F Carrasco Elem,Socorro ISD,"14900 Tierra Mirage, El Paso, TX 79938",Prekindergarten - Grade 5,A
7224,Sgt Leonel Trevino Elem,Pharr-San Juan-Alamo ISD,"901 E El Dora Rd, San Juan, TX 78589",Prekindergarten - Grade 5,B
7225,Sgt Manuel Chacon MS,Mercedes ISD,"801 S Mile 1 E, Mercedes, TX 78570",Grade 6 - Grade 8,C
7226,Sgt Roberto Ituarte,Socorro ISD,"12860 Tierra Sonora, El Paso, TX 79938",Early Education - Grade 5,A
7227,Sgt William G Harrell MS,Mercedes ISD,"2825 N FM 491, Mercedes, TX 78570",Grade 6 - Grade 8,C
7228,Shackelford Elem,Waxahachie ISD,"1001 Butcher Rd, Waxahachie, TX 75165",Kindergarten - Grade 5,C
7229,Shackelford JH,Arlington ISD,"2000 N Fielder Rd, Arlington, TX 76012",Grade 7 - Grade 8,B
7230,Shadow Creek HS,Alvin ISD,"11850 Broadway, Pearland, TX 77584",Grade 9 - Grade 12,B
7231,Shadow Forest Elem,Humble ISD,"2300 Mills Branch Dr, Kingwood, TX 77345",Kindergarten - Grade 5,A
7232,Shadow Oaks Elem,Spring Branch ISD,"1335 Shadowdale Dr, Houston, TX 77043",Prekindergarten - Grade 5,C
7233,Shadow Ridge MS,Lewisville ISD,"2050 Aberdeen Dr, Flower Mound, TX 75028",Grade 6 - Grade 8,A
7234,Shadowbriar Elem,Houston ISD,"2650 Shadowbriar Dr, Houston, TX 77077",Prekindergarten - Grade 5,B
7235,Shadowglen Elem,Manor ISD,"12000 Shadowglen Trace, Manor, TX 78653",Kindergarten - Grade 5,Not Rated
7236,Shady Brook Elem,Hurst-Euless-Bedford ISD,"2601 Shady Brook Dr, Bedford, TX 76021",Prekindergarten - Grade 6,A
7237,Shady Grove Elem,Burnet CISD,"111 Shady Grove Rd, Burnet, TX 78611",Early Education - Grade 2,C
7238,Shady Grove Elem,Keller ISD,"1400 Sarah Brooks Dr, Keller, TX 76248",Kindergarten - Grade 4,A
7239,Shady Oaks Elem,Hurst-Euless-Bedford ISD,"1400 Cavender Dr, Hurst, TX 76053",Prekindergarten - Grade 6,A
7240,Shady Shores Elem,Lake Dallas ISD,"300 Dobbs Rd, Shady Shores, TX 76208",Early Education - Grade 5,B
7241,Shadycrest Elem,Pearland ISD,"2405 Shady Bend Dr, Pearland, TX 77581",Prekindergarten - Grade 4,A
7242,Shadydale Elem,Houston ISD,"5905 Tidwell Rd, Houston, TX 77016",Kindergarten - Grade 5,C
7243,Shallowater Elem,Shallowater ISD,"1108 Ave J, Shallowater, TX 79363",Early Education - Grade 1,A
7244,Shallowater HS,Shallowater ISD,"1009 State Champions Dr, Shallowater, TX 79363",Grade 9 - Grade 12,A
7245,Shallowater Int,Shallowater ISD,"1009 Ave N, Shallowater, TX 79363",Grade 2 - Grade 4,A
7246,Shallowater MS,Shallowater ISD,"12th Ave L, Shallowater, TX 79363",Grade 5 - Grade 8,B
7247,Shamrock Elem,Shamrock ISD,"100 S Illinois St, Shamrock, TX 79079",Early Education - Grade 5,C
7248,Shamrock HS,Shamrock ISD,"100 S Illinois, Shamrock, TX 79079",Grade 9 - Grade 12,C
7249,Shamrock MS,Shamrock ISD,"100 S Illinois, Shamrock, TX 79079",Grade 6 - Grade 8,C
7250,Shands Elem,Mesquite ISD,"4836 Shands Dr, Mesquite, TX 75150",Prekindergarten - Grade 5,B
7251,Shannon HS,Birdville ISD,"6010 Walker St, Haltom City, TX 76117",Grade 9 - Grade 12,Not Rated
7252,Sharon A Richardson Elem,Union Hill ISD,"2197 FM 2088, Gilmer, TX 75644",Prekindergarten - Grade 5,B
7253,Sharon Christa McAuliffe MS,Southwest ISD,"9390 S W Loop 410, San Antonio, TX 78242",Grade 6 - Grade 8,C
7254,Sharon Shannon Elem,Rockwall ISD,"3130 Fontanna Blvd, Rockwall, TX 75032",Early Education - Grade 6,A
7255,Sharp Elem,Brownsville ISD,"1439 Palm Blvd, Brownsville, TX 78520",Prekindergarten - Grade 5,A
7256,Sharpstown HS,Houston ISD,"7504 Bissonnet St, Houston, TX 77074",Grade 9 - Grade 12,C
7257,Sharpstown International School,Houston ISD,"8330 Triola, Houston, TX 77036",Grade 6 - Grade 12,B
7258,Sharyland Advanced Academic Academy,Sharyland ISD,"1106 N Shary Rd Bldg A, Mission, TX 78572",Grade 9 - Grade 12,A
7259,Sharyland HS,Sharyland ISD,"1106 N Shary Rd, Mission, TX 78572",Grade 9 - Grade 12,A
7260,Sharyland North JH,Sharyland ISD,"1500 Dove, McAllen, TX 78504",Grade 7 - Grade 8,A
7261,Sharyland Pioneer HS,Sharyland ISD,"6 1/2 Mile N Shary Rd, Mission, TX 78572",Grade 9 - Grade 12,B
7262,Shaw Elem,Mesquite ISD,"707 Purple Sage Trl, Mesquite, TX 75150",Early Education - Grade 5,B
7263,Shaw Ses,Corpus Christi ISD,"2920 Soledad St, Corpus Christi, TX 78405",Prekindergarten - Grade 5,B
